URL,Harga,Tipe Penawaran,Tipe Properti,Properti Sitaan,Terakhir Diupdate Pada:,Tersedia Sejak,Kamar Tidur,Kamar Mandi,"Luas Bangunan 
(m²)","Luas Tanah 
(m²)",SKU,Salin Tautan,Dibangun (Tahun),Lahan Parkir,Jumlah Lantai,Kondisi Harga,Kamar Pembantu,Kamar Mandi Pembantu,Berperabot Penuh,Daya Listrik,Hak Milik SHM,Deposit
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-2-lt-shm-6-mnt-ke-mall-metropolitan-cibubur-174653238841/,"Rp 1,03M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,2,2,52,72,HO6819F824506A2ID,https://www.lamudi.co.id/s/6819f82cab3c1,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-2-lantai-akses-mobil-bebas-banjir-6-menit-ke-174683931581/,Rp 589Jt,Jual,"Rumah 
 -
Rumah",Tidak,19 Jam Yang Lalu,,2,2,60,33,HO681EA7139BD32ID,https://www.lamudi.co.id/s/681ea71aab6b1,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-baru-minimalis-modern-2lt-di-jl-kran-174720000652/,Rp 975Jt,Jual,"Rumah 
 -
Rumah",Tidak,16 Hari Yang Lalu,19/4/2025,2,2,58,30,HO67CE5E3F9E1C4ID,https://www.lamudi.co.id/s/67ce5e4751a54,2025,1,2,Promo,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-minimalis-2-lantai-bebas-banjir-8-menit-ke-s-174649423627/,Rp 290Jt,Jual,"Rumah 
 -
Rumah",Tidak,20 Jam Yang Lalu,,2,1,42,21,HO6819631C8ED8AID,https://www.lamudi.co.id/s/6819632513d0c,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/260-dijual-rumah-mewah-2-lantai-di-pondok-indah-lt-174822356193/,Rp 55M,Jual,"Rumah 
 -
Rumah",Tidak,3 Hari Yang Lalu,,10,6,690,1235,HO6833C64993CF4ID,https://www.lamudi.co.id/s/6833c64e89119,,4,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-dalam-town-house-dekat-tol-desari-174692783322/,"Rp 4,10M",Jual,"Rumah 
 -
Townhouse",Tidak,17 Hari Yang Lalu,,4,4,250,119,HO682000D90212BID,https://www.lamudi.co.id/s/682000df761c0,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-cantik-lt-186-hadap-utara-15-mnt-ke-mall-cip-17466274167/,"Rp 1,27M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,3,1,45,96,HO681B6B58DDE76ID,https://www.lamudi.co.id/s/681b6b5f972b4,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-lt-117-shm-siap-kpr-strategis-15-mnt-ke-gamb-174661200218/,"Rp 2,77M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,2,1,80,117,HO681B2F22F1CFDID,https://www.lamudi.co.id/s/681b2f29bdca4,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-murah-di-jl-iskandarsyah-kebayoran-baru-174790541332/,Rp 27M,Jual,"Rumah 
 -
Rumah",Tidak,8 Hari Yang Lalu,,6,4,300,343,HO681A27A2EB275ID,https://www.lamudi.co.id/s/681a27a9c836a,,4,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-sultan-lokasi-legenda-wisata-cibubur-174695510836/,"Rp 6,70M",Jual,"Rumah 
 -
Rumah",Tidak,17 Hari Yang Lalu,,4,4,600,567,HO68206B64E9A22ID,https://www.lamudi.co.id/s/68206b6da6222,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-10-mnt-ke-mall-metropolitan-cibubur-shm-diba-174653248461/,Rp 550Jt,Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,2,1,34,72,HO6819F8849AB1BID,https://www.lamudi.co.id/s/6819f88d43d5f,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-luas-shm-sudah-renov-15-mnt-ke-mall-ciputra-174653238439/,"Rp 1,36M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,2,90,136,HO6819F82001681ID,https://www.lamudi.co.id/s/681a18256072a,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-baru-minimalis-modern-2-lt-di-utan-ka-174658738339/,Rp 457Jt,Jual,"Rumah 
 -
Townhouse",Tidak,17 Hari Yang Lalu,18/2/2025,2,2,41,21,HO667E30705B23EID,https://www.lamudi.co.id/s/667ebd1f354dd,2024,,2,Promo,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-3-kt-strategis-15-menit-ke-one-belpark-mall-174652691842/,"Rp 1,68M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,3,123,93,HO6819E2C629B1AID,https://www.lamudi.co.id/s/681a353149be7,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-rumah-cantik-15-menit-ke-gerbang-tol-gedong-2-174652688396/,"Rp 1,79M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,3,3,130,103,HO6819E2A34A588ID,https://www.lamudi.co.id/s/6819e2acca8e9,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-shm-lt-130-siap-kpr-15-mnt-ke-cibubur-plaza-174662742951/,"Rp 1,80M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,3,2,121,130,HO681B6B6542E40ID,https://www.lamudi.co.id/s/681b6b6e584dd,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-lb-200-shm-strategis-7-mnt-ke-lippo-plaza-kr-174663268312/,"Rp 2,50M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,4,4,200,166,HO681B7FEB906B7ID,https://www.lamudi.co.id/s/681b7ff07b36b,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-kelapa-nias-gading-serpong-174750201897/,Rp 6M,Jual,"Rumah 
 -
Rumah",Tidak,10 Hari Yang Lalu,,4,5,300,289,HO6828C3C23B70DID,https://www.lamudi.co.id/s/6828c3ca53cb8,,4,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-hadap-timur-10-mnt-ke-rs-mitra-keluarga-cibu-174653241718/,"Rp 1,07M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,2,70,108,HO6819F8419E662ID,https://www.lamudi.co.id/s/6819f849a1261,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/di-jual-rumah-cluster-di-percetakan-negara-jakarta-174783143230/,Rp 951Jt,Jual,"Rumah 
 -
Rumah",Tidak,9 Hari Yang Lalu,20/5/2025,2,2,54,27,HO682DCA8891BC7ID,https://www.lamudi.co.id/s/682dca90c83a4,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-tanah-luas-1-lt-15-menit-ke-stasiun-halim-be-174652690622/,"Rp 3,17M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,4,160,216,HO6819E2BA84C08ID,https://www.lamudi.co.id/s/6819e2c354e24,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-di-setiabudi-jakarta-selatan-dekat-sta-173822752871/,"Rp 1,18M",Jual,"Rumah 
 -
Rumah",Tidak,20 Hari Yang Lalu,,2,3,56,29,HO679B3F48BE55DID,https://www.lamudi.co.id/s/679b3f4ec277f,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-2-lantai-11-menit-ke-rsud-ciracas-lt-109-beb-174661965055/,"Rp 2,12M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,4,4,150,109,HO681B4D0232DBCID,https://www.lamudi.co.id/s/681b4d0a1e89e,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-7-kamar-tidur-siap-kpr-17-mnt-ke-mall-ciputr-174653244755/,"Rp 2,63M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,7,5,264,105,HO6819F85F50AA3ID,https://www.lamudi.co.id/s/6819f8686b959,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-mewah-lb-250-siap-huni-15-mnt-ke-mall-ciputr-174653250176/,"Rp 2,34M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,4,4,250,200,HO6819F89547B4CID,https://www.lamudi.co.id/s/6819f89daf28f,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-dalam-cluster-dekat-stasiun-lenteng-ag-174779478624/,Rp 998Jt,Jual,"Rumah 
 -
Rumah",Tidak,9 Hari Yang Lalu,,4,4,92,57,HO682D3B622A409ID,https://www.lamudi.co.id/s/682d3b697d396,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-baru-harga-bersahabat-seberang-mall-cijantun-174616200997/,Rp 845Jt,Jual,"Rumah 
 -
Townhouse",Tidak,28 Hari Yang Lalu,,3,2,55,41,HO68145159ACBBEID,https://www.lamudi.co.id/s/6814515f91878,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-luas-1-lantai-dekat-gerbang-tol-jatikarya-2-174652687952/,"Rp 1,35M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,2,85,105,HO6819E29F063E6ID,https://www.lamudi.co.id/s/6819e2a7e30f1,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cluster-kahfi-1-jagakarsa-jakarta-selatan-174645321934/,"Rp 1,70M",Jual,"Rumah 
 -
Rumah",Tidak,25 Hari Yang Lalu,,4,3,130,70,HO6818C2E31094BID,https://www.lamudi.co.id/s/6818c2ea8f57e,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-shm-lt-136-siap-huni-10-mnt-ke-eka-hospital-17465324302/,"Rp 1,57M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,2,100,136,HO6819F84EDBDBCID,https://www.lamudi.co.id/s/6819f857b61b8,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/di-jual-rumah-baru-di-pisangan-baru-dekat-puskesma-174753300388/,"Rp 1,17M",Jual,"Rumah 
 -
Rumah",Tidak,15 Jam Yang Lalu,,3,3,78,53,HO68271CBD350C8ID,https://www.lamudi.co.id/s/68271cc0e0eca,,0,2,,0,0,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-900-jutaan-dalam-cluster-lenteng-agung-jakar-174671797134/,Rp 900Jt,Jual,"Rumah 
 -
Townhouse",Tidak,22 Hari Yang Lalu,,3,3,100,66,HO681CCD1327A19ID,https://www.lamudi.co.id/s/681ccd18d8c1c,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-baru-desain-classic-modern-akses-jala-172853926835/,"Rp 4,10M",Jual,"Rumah 
 -
Rumah",Tidak,26 Hari Yang Lalu,9/10/2024,4,4,250,140,HO67076A842CEB3ID,https://www.lamudi.co.id/s/67076a8aee4c6,2024,,3,4.500.000.000,2,1,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-second-dalam-komplek-jalan-lebar-nan-asri-di-174471606233/,"Rp 2,30M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,14/4/2025,3,3,200,108,HO67FE411E90788ID,https://www.lamudi.co.id/s/67fe4129aad6b,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-mewah-golf-island-best-cluster-fullfurnish-s-174859573168/,"Rp 8,90M",Jual,"Rumah 
 -
Rumah",Tidak,21 Jam Yang Lalu,29/5/2025,4,4,300,200,HO68390F67CB1FDID,https://www.lamudi.co.id/s/68390f6d31783,,3,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jalan-2-mobil-rumah-mr-utan-kayu-matraman-baru-ja-174744743289/,"Rp 1,08M",Jual,"Rumah 
 -
Rumah",Tidak,11 Hari Yang Lalu,,3,3,80,30,HO6827EE883C0BDID,https://www.lamudi.co.id/s/6827ee8f5bb0e,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-premium-murah-casa-virya-bangunan-modern-2-l-174686100990/,"Rp 2,40M",Jual,"Rumah 
 -
Rumah",Tidak,18 Hari Yang Lalu,,2,3,140,104,HO681EFBD1E5A90ID,https://www.lamudi.co.id/s/681efbd888d81,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-modern-minimalis-dekat-mrt-cipete-173159083846/,"Rp 7,50M",Jual,"Rumah 
 -
Rumah",Tidak,5 Hari Yang Lalu,,4,4,350.0,240,HO6735FAB6B4EEFID,https://www.lamudi.co.id/s/6735fabd94a0a,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-2-lantai-di-podok-bambu-dur-174824568919/,"Rp 2,70M",Jual,"Rumah 
 -
Rumah",Tidak,4 Hari Yang Lalu,,3,3,168,119,HO68341CB9B9A3CID,https://www.lamudi.co.id/s/68341cbfb79b9,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-mewah-siap-huni-dalam-komplek-di-bona-174391298815/,"Rp 7,50M",Jual,"Rumah 
 -
Rumah",Tidak,28 Hari Yang Lalu,,4,3,300,300,HO67F2001CA5725ID,https://www.lamudi.co.id/s/67f25dfed0324,,2,2,,1,1,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-american-clasik-ciledug-puri-beta-174262003529/,"Rp 1,28M",Jual,"Rumah 
 -
Rumah",Tidak,28 Hari Yang Lalu,,3,3,108,80,HO67DE45830F986ID,https://www.lamudi.co.id/s/67de458957d97,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-lt-138-shm-dibantu-kpr-16-mnt-ke-lippo-mall-174662748937/,"Rp 2,21M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,4,3,200,138,HO681B6BA14B487ID,https://www.lamudi.co.id/s/681b6baa2d3c0,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/turun-harga-rumah-lama-hitung-tanah-dalam-komplek-174124759580/,"Rp 6,85M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,5/3/2025,4,2,220,571,HO67C9546B2B588ID,https://www.lamudi.co.id/s/67c95472ae3ed,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-strategis-5-menit-ke-gerbang-tol-kukusan-3-d-174661963734/,"Rp 1,90M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,3,2,160,77,HO681B4CF5EF41DID,https://www.lamudi.co.id/s/681b4cfbba696,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-duren-sawit-jakarta-timur-174843023876/,"Rp 4,70M",Jual,"Rumah 
 -
Rumah",Tidak,1 Hari Yang Lalu,,3,2,250,360,HO6836ED9E630DCID,https://www.lamudi.co.id/s/6836eda096fcb,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/di-jual-rumah-mewah-2-lantai-di-jalan-ancol-selata-174739371983/,"Rp 833,72Jt",Jual,"Rumah 
 -
Rumah",Tidak,15 Jam Yang Lalu,,3,3,63,37,HO68271CB73A3CDID,https://www.lamudi.co.id/s/68271cba65c8c,,0,2,,0,0,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-2-lantai-siap-huni-di-taman-semanan-i-174857819242/,"Rp 1,55M",Jual,"Rumah 
 -
Rumah",Tidak,1 Hari Yang Lalu,,5,3,90,75,HO68392F90A4F65ID,https://www.lamudi.co.id/s/68392f9357e88,,,,,,,Tidak,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-siap-huni-dekat-pintu-toll-andara-174201013888/,Rp 6M,Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,5,5,270,274,HO67D4F71A26F15ID,https://www.lamudi.co.id/s/67d4f7223b4a4,,3,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-di-dwell-cinere-3-menit-ke-pintu-tol-ad-174652462345/,"Rp 1,66M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,7,3,91,90,HO6819D9CF3B45EID,https://www.lamudi.co.id/s/6819d9d44c24b,,2,,,,,Tidak,,Ya,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/turun-harga-kontrakan-16-pintu-1-kios-di-pondok-ke-174591722765/,"Rp 2,50M",Jual,"Rumah 
 -
Rumah",Tidak,26 Hari Yang Lalu,28/4/2025,16,16,700,387,HO6810952BBA7F6ID,https://www.lamudi.co.id/s/68109534e6b24,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-mewah-2-lantai-siap-huni-cipinang-elok-jakar-174842926088/,"Rp 5,80M",Jual,"Rumah 
 -
Rumah",Tidak,1 Hari Yang Lalu,,5,5,320,278,HO6836E9CC96289ID,https://www.lamudi.co.id/s/6836e9cec8df0,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/turun-harga-rumah-baru-desain-classic-modern-akses-17412701962/,"Rp 4,10M",Jual,"Rumah 
 -
Rumah",Tidak,26 Hari Yang Lalu,5/3/2025,4,4,250,140,HO67C9ACB4B8B54ID,https://www.lamudi.co.id/s/67c9acbeb8db7,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-2-5-lantai-ready-5-menit-ke-lrt-cibubur-cira-17472173662/,"Rp 1,48M",Jual,"Rumah 
 -
Rumah",Tidak,8 Hari Yang Lalu,13/5/2025,4,4,118,65,HO68246BD6D76BAID,https://www.lamudi.co.id/s/68246bdc3737e,2024,,2,,0,0,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-tanah-luas-1-lt-15-menit-ke-stasiun-halim-be-174652690622/,"Rp 3,17M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,4,160,216,HO6819E2BA84C08ID,https://www.lamudi.co.id/s/6819e2c354e24,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/di-jual-rumah-shm-di-pisangan-baru-selatan-jakarta-172560763466/,"Rp 1,15M",Jual,"Rumah 
 -
Rumah",Tidak,14 Hari Yang Lalu,,3,3,74,51,HO66DAAED23CA40ID,https://www.lamudi.co.id/s/66daaed679b99,2024,1,2,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-strategis-15-mnt-ke-mall-ciputra-cibubur-dib-174662743116/,"Rp 1,03M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,2,2,54,90,HO681B6B672DA34ID,https://www.lamudi.co.id/s/681b6b6f5d313,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-dengan-7-kamar-tidur-di-kawasan-kebon-174659865450/,"Rp 7,50M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,,7,2,400,256,HO681AFAFE39C0CID,https://www.lamudi.co.id/s/681afb0488529,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-dijual-brand-new-murah-di-cengkareng-174779778110/,Rp 825Jt,Jual,"Rumah 
 -
Rumah",Tidak,10 Hari Yang Lalu,31/1/2025,2,2,55,40,HO67F8FDABC982EID,https://www.lamudi.co.id/s/67f8fdafb67bf,,1,,,,,Tidak,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-dalam-private-townhouse-di-bangka-174445956728/,"Rp 8,50M",Jual,"Rumah 
 -
Rumah",Tidak,23 Hari Yang Lalu,11/4/2025,4,5,350,302,HO67FA572F094E8ID,https://www.lamudi.co.id/s/67fa573ae2793,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-secondary-dalam-komplek-di-pond-174547453863/,"Rp 2,60M",Jual,"Rumah 
 -
Rumah",Tidak,28 Hari Yang Lalu,23/4/2025,3,3,180,117,HO6809D3EA4E9D0ID,https://www.lamudi.co.id/s/6809d3f53ac6e,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-rumah-bagus-di-cempaka-putih-tengah-174687662131/,"Rp 6,50M",Jual,"Rumah 
 -
Rumah",Tidak,1 Hari Yang Lalu,,4,3,325,202,HO681F38CD6AE46ID,https://www.lamudi.co.id/s/681f38d297008,,2,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-rumah-2-lantai-ciracas-jakarta-tim-174754900992/,Rp 750Jt,Jual,"Rumah 
 -
Rumah",Tidak,11 Hari Yang Lalu,,2,2,96,49,HO68297B5107B56ID,https://www.lamudi.co.id/s/68297b5a0e713,2025,12,2,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-tinggal-siap-huni-4-lt-17361491150/,"Rp 2,35M",Jual,"Rumah 
 -
Rumah",Tidak,5 Hari Yang Lalu,7/10/2024,5,4,168,60,HO677B5E6ADDC7FID,https://www.lamudi.co.id/s/677b5e6cefc29,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-murah-2-lantai-ada-carport-di-kemayoran-jaka-174803489787/,Rp 975Jt,Jual,"Rumah 
 -
Rumah",Tidak,2 Hari Yang Lalu,21/5/2025,2,2,58,30,HO682D59DB28E04ID,https://www.lamudi.co.id/s/682d59dfbc0ad,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/promo-rumah-kavling-jakarta-timur-lokasi-strategis-174732512668/,"Rp 2,36M",Jual,"Rumah 
 -
Townhouse",Tidak,5 Hari Yang Lalu,,3,3,122,202,HO67BBF0323E456ID,https://www.lamudi.co.id/s/67bc1e7997a2e,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-2lt-7x15-105m-2kt-cluster-mahakam-jgc-jakart-174799295937/,"Rp 3,30M",Jual,"Rumah 
 -
Rumah",Tidak,1 Hari Yang Lalu,,2,3,86,105,HO68303F115D852ID,https://www.lamudi.co.id/s/68303f1b11e45,,2,2,,1,1,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-murah-harga-cantik-cempaka-putih-shm-jakarta-174175208026/,"Rp 457,71Jt",Jual,"Rumah 
 -
Townhouse",Tidak,4 Hari Yang Lalu,,2,2,40,21,HO67D107107335DID,https://www.lamudi.co.id/s/67d107152604d,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-nyaman-bersih-di-jl-mawar-iv-cengkare-174739019412/,"Rp 3,80M",Jual,"Rumah 
 -
Rumah",Tidak,9 Hari Yang Lalu,,5,4,300,150,HO68270EF25538CID,https://www.lamudi.co.id/s/68270efb12740,,2,,,,,Semi,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-modern-minimalis-dekat-mrt-cipete-173159083846/,"Rp 7,50M",Jual,"Rumah 
 -
Rumah",Tidak,5 Hari Yang Lalu,,4,4,350.0,240,HO6735FAB6B4EEFID,https://www.lamudi.co.id/s/6735fabd94a0a,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-hook-furnished-di-perumahan-royal-res-174796417462/,"Rp 1,60M",Jual,"Rumah 
 -
Rumah",Tidak,8 Hari Yang Lalu,,2,3,78,71,HO682FD10EB541FID,https://www.lamudi.co.id/s/682fd115313e1,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-exclusive-dekat-tol-andara-jagakarsa-jak-174793236868/,"Rp 4,11M",Jual,"Rumah 
 -
Townhouse",Tidak,8 Hari Yang Lalu,,4,4,250,119,HO682F54D04D387ID,https://www.lamudi.co.id/s/682f54d6679d9,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-renovasi-total-dalam-komplek-pejaten-ja-174675075923/,"Rp 17,50M",Jual,"Rumah 
 -
Rumah",Tidak,22 Hari Yang Lalu,,7,6,500,670,HO681D4D27ED826ID,https://www.lamudi.co.id/s/681d4d397ba3c,2024,5,2,Nego,2,1,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-dijual-tanpa-dp-di-kelapa-gading-jakarta-uta-174839445272/,"Rp 1,50M",Jual,"Rumah 
 -
Rumah",Tidak,3 Hari Yang Lalu,,4,3,111,104,HO683661D4C5FE7ID,https://www.lamudi.co.id/s/683661d84254a,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-hook-luas-221-m-diperumahan-kelapa-ga-174782167425/,"Rp 6,50M",Jual,"Rumah 
 -
Rumah",Tidak,9 Hari Yang Lalu,,5,5,409,221,HO6829E2496BCF7ID,https://www.lamudi.co.id/s/6829e24fc376d,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-baru-bentuk-ruko-4-lantai-di-sumur-batu-deka-174655059375/,"Rp 2,25M",Jual,"Rumah 
 -
Rumah",Tidak,24 Hari Yang Lalu,,3,3,180.22,62,HO681A3F41556CCID,https://www.lamudi.co.id/s/681a3f46b0f7b,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-siap-huni-di-jagakarsa-jakarta-selatan-174522722885/,"Rp 1,99M",Jual,"Rumah 
 -
Rumah",Tidak,5 Hari Yang Lalu,,3,3,90,96,HO68060DDC76B5AID,https://www.lamudi.co.id/s/68060de376f86,,,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-muslim-pejaten-5-kt-dekat-lipia-jakarta-174664219511/,"Rp 3,15M",Jual,"Rumah 
 -
Townhouse",Tidak,23 Hari Yang Lalu,,5,3,100,72,HO681BA5134527AID,https://www.lamudi.co.id/s/681ba51ccbd97,,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-nyaman-dan-asri-cocok-untuk-keluarga-di-peja-174768229761/,"Rp 6,50M",Jual,"Rumah 
 -
Rumah",Tidak,7 Hari Yang Lalu,,3,3,300,374,HO682B83F97021BID,https://www.lamudi.co.id/s/682b83ff4bf60,0,1,,,,,,,,
https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-baru-dijual-pisangan-baru-jakarta-timur-akse-174866644062/,"Rp 1,10M",Jual,"Rumah 
 -
Rumah",Tidak,1 Jam Yang Lalu,,3,2,70,50,HO6832DCCE82605ID,https://www.lamudi.co.id/s/6832dcd3793d9,,,,,,,Tidak,,Ya,
